Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Самовывоз из пункта выдачи     ,     10454232, 10/13/2022          , old    , 1 977      , 659  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454234, 10/13/2022          , old    , 3 247      , 1 624, "  2,0   "
Самовывоз из пункта выдачи     ,     10454235, 10/13/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз из пункта выдачи     ,     10454252, 10/13/2022          , old    , 6 457      , 2 152, "  3,0   "
Самовывоз из пункта выдачи     ,     10454254, 10/13/2022          , old    , 2 476      , 619  , "  4,0   "
Самовывоз из пункта выдачи     ,     10454255, 10/13/2022          , old    , 2 293      , 1 147, "  2,0   "
Самовывоз из пункта выдачи     ,     10454255, 10/13/2022          , old    , 4 698      , 2 349, "  2,0   "
Самовывоз из пункта выдачи     ,     10454260, 10/13/2022          , old    , 1 348      , 674  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454261, 10/13/2022          , old    , 6 034      , 1 006, "  6,0   "
Самовывоз из пункта выдачи     ,     10454263, 10/13/2022          , old    , 2 796      , 699  , "  4,0   "
Самовывоз из пункта выдачи     ,     10454264, 10/13/2022          , old    , 2 558      , 1 279, "  2,0   "
Самовывоз из пункта выдачи     ,     10454272, 10/13/2022          , old    , 2 420      , 2 420, "  1,0   "
Самовывоз из пункта выдачи     ,     10454283, 10/13/2022          , old    , 2 697      , 899  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454291, 10/13/2022          , old    , 2 249      , 2 249, "  1,0   "
Самовывоз из пункта выдачи     ,     10454291, 10/13/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз из пункта выдачи     ,     10454292, 10/13/2022          , old    , 2 997      , 999  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454294, 10/13/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз из пункта выдачи     ,     10454296, 10/13/2022          , old    , 2 057      , 2 057, "  1,0   "
Самовывоз из пункта выдачи     ,     10454296, 10/13/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10454298, 10/13/2022          , old    , 2 363      , 338  , "  7,0   "
Самовывоз из пункта выдачи     ,     10454305, 10/13/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10454306, 10/13/2022          , old    , 7 395      , 1 479, "  5,0   "
Самовывоз из пункта выдачи     ,     10454306, 10/13/2022          , old    , 1 587      , 529  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454307, 10/13/2022          , old    , 1 198      , 599  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454308, 10/13/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454310, 10/13/2022          , old    , 1 758      , 879  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454312, 10/13/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз из пункта выдачи     ,     10454314, 10/13/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10454317, 10/13/2022          , old    , 2 877      , 959  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454317, 10/13/2022          , old    , 2 697      , 899  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454317, 10/13/2022          , old    , 2 158      , 1 079, "  2,0   "
Самовывоз из пункта выдачи     ,     10454318, 10/13/2022          , old    , 2 239      , 2 239, "  1,0   "
Самовывоз из пункта выдачи     ,     10454324, 10/13/2022          , old    , 658        , 329  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454325, 10/13/2022          , old    , 2 956      , 739  , "  4,0   "
Самовывоз из пункта выдачи     ,     10454325, 10/13/2022          , old    , 758        , 379  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454326, 10/13/2022          , old    , 1 058      , 529  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454329, 10/13/2022          , old    , 2 095      , 1 048, "  2,0   "
Самовывоз из пункта выдачи     ,     10454334, 10/13/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз из пункта выдачи     ,     10454334, 10/13/2022          , old    , 2 998      , 1 499, "  2,0   "
Самовывоз из пункта выдачи     ,     10454335, 10/13/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз из пункта выдачи     ,     10454335, 10/13/2022          , old    , 6 093      , 870  , "  7,0   "
Самовывоз из пункта выдачи     ,     10454337, 10/13/2022          , old    , 2 397      , 799  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454357, 10/13/2022          , old    , 1 458      , 729  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454359, 10/13/2022          , old    , 751        , 250  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454362, 10/13/2022          , old    , 9 136      , 653  , "  14,0   "
Самовывоз из пункта выдачи     ,     10454367, 10/13/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454368, 10/13/2022          , old    , 3 634      , 606  , "  6,0   "
Самовывоз из пункта выдачи     ,     10454369, 10/13/2022          , old    , 2 599      , 2 599, "  1,0   "
Самовывоз из пункта выдачи     ,     10454369, 10/13/2022          , old    , 4 574      , 2 287, "  2,0   "
Самовывоз из пункта выдачи     ,     10454372, 10/13/2022          , old    , 758        , 379  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454373, 10/13/2022          , old    , 1 458      , 729  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454373, 10/13/2022          , old    , 2 032      , 677  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454376, 10/13/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10454377, 10/13/2022          , old    , 3 597      , 1 199, "  3,0   "
Самовывоз из пункта выдачи     ,     10454378, 10/13/2022          , old    , 2 486      , 2 486, "  1,0   "
Самовывоз из пункта выдачи     ,     10454380, 10/13/2022          , old    , 1 598      , 799  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454380, 10/13/2022          , old    , 2 598      , 1 299, "  2,0   "
Самовывоз из пункта выдачи     ,     10454385, 10/13/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454386, 10/13/2022          , old    , 2 197      , 439  , "  5,0   "
Самовывоз из пункта выдачи     ,     10454386, 10/13/2022          , old    , 2 158      , 1 079, "  2,0   "
Самовывоз из пункта выдачи     ,     10454390, 10/13/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454393, 10/13/2022          , old    , 2 158      , 1 079, "  2,0   "
Самовывоз из пункта выдачи     ,     10454398, 10/13/2022          , old    , 1 198      , 599  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454400, 10/13/2022          , old    , 2 378      , 1 189, "  2,0   "
Самовывоз из пункта выдачи     ,     10454401, 10/13/2022          , old    , 6 098      , 3 049, "  2,0   "
Самовывоз из пункта выдачи     ,     10454402, 10/13/2022          , old    , 2 379      , 2 379, "  1,0   "
Самовывоз из пункта выдачи     ,     10454403, 10/13/2022          , old    , 758        , 379  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454404, 10/13/2022          , old    , 2 105      , 421  , "  5,0   "
Самовывоз из пункта выдачи     ,     10454404, 10/13/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз из пункта выдачи     ,     10454404, 10/13/2022          , old    , 2 096      , 524  , "  4,0   "
Самовывоз из пункта выдачи     ,     10454408, 10/13/2022          , old    , 2 158      , 1 079, "  2,0   "
Самовывоз из пункта выдачи     ,     10454411, 10/13/2022          , old    , 1 348      , 674  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454411, 10/13/2022          , old    , 5 795      , 1 159, "  5,0   "
Самовывоз из пункта выдачи     ,     10454412, 10/13/2022          , old    , 958        , 479  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454412, 10/13/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз из пункта выдачи     ,     10454419, 10/13/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454420, 10/13/2022          , old    , 3 848      , 1 924, "  2,0   "
Самовывоз из пункта выдачи     ,     10454422, 10/13/2022          , old    , 3 699      , 3 699, "  1,0   "
Самовывоз из пункта выдачи     ,     10454423, 10/13/2022          , old    , 1 958      , 979  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454429, 10/13/2022          , old    , 1 958      , 979  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454438, 10/13/2022          , old    , 858        , 429  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454440, 10/13/2022          , old    , 1 858      , 929  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454442, 10/13/2022          , old    , 758        , 379  , "  2,0   "
Самовывоз из пункта выдачи     ,     10454448, 10/13/2022          , old    , 4 798      , 2 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10454469, 10/13/2022          , old    , 2 599      , 2 599, "  1,0   "
Самовывоз из пункта выдачи     ,     10454471, 10/13/2022          , old    , 2 095      , 419  , "  5,0   "
Самовывоз из пункта выдачи     ,     10454478, 10/13/2022          , old    , 5 195      , 1 039, "  5,0   "
Самовывоз с примеркой в магазин,     10450203, 10/13/2022          , old    , 1 423      , 712  , "  2,0   "
Самовывоз с примеркой в магазин,     10450203, 10/13/2022          , old    , 899        , 899  , "  1,0   "
Самовывоз с примеркой в магазин,     10450989, 10/13/2022          , old    , 1 098      , 549  , "  2,0   "
Самовывоз с примеркой в магазин,     10454233, 10/13/2022          , old    , 5 797      , 1 932, "  3,0   "
Самовывоз с примеркой в магазин,     10454234, 10/13/2022          , old    , 1 121      , 1 121, "  1,0   "
Самовывоз с примеркой в магазин,     10454235, 10/13/2022          , old    , 2 123      , 1 062, "  2,0   "
Самовывоз с примеркой в магазин,     10454242, 10/13/2022          , old    , 499        , 499  , "  1,0   "
Самовывоз с примеркой в магазин,     10454243, 10/13/2022          , old    , 4 096      , 1 024, "  4,0   "
Самовывоз с примеркой в магазин,     10454243, 10/13/2022          , old    , 3 898      , 1 949, "  2,0   "
Самовывоз с примеркой в магазин,     10454253, 10/13/2022          , old    , 1 799      , 1 799, "  1,0   "
Самовывоз с примеркой в магазин,     10454254, 10/13/2022          , old    , 958        , 479  , "  2,0   "
Самовывоз с примеркой в магазин,     10454254, 10/13/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10454254, 10/13/2022          , old    , 2 239      , 2 239, "  1,0   "
Самовывоз с примеркой в магазин,     10454256, 10/13/2022          , old    , 2 378      , 1 189, "  2,0   "
Самовывоз с примеркой в магазин,     10454263, 10/13/2022          , old    , 1 501      , 1 501, "  1,0   "
Самовывоз с примеркой в магазин,     10454264, 10/13/2022          , old    , 1 948      , 974  , "  2,0   "
Самовывоз с примеркой в магазин,     10454265, 10/13/2022          , old    , 2 379      , 2 379, "  1,0   "
Самовывоз с примеркой в магазин,     10454266, 10/13/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10454271, 10/13/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454271, 10/13/2022          , old    , 6 597      , 2 199, "  3,0   "
Самовывоз с примеркой в магазин,     10454272, 10/13/2022          , old    , 1 449      , 725  , "  2,0   "
Самовывоз с примеркой в магазин,     10454272, 10/13/2022          , old    , 594        , 594  , "  1,0   "
Самовывоз с примеркой в магазин,     10454274, 10/13/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10454275, 10/13/2022          , old    , 899        , 899  , "  1,0   "
Самовывоз с примеркой в магазин,     10454290, 10/13/2022          , old    , 3 644      , 1 822, "  2,0   "
Самовывоз с примеркой в магазин,     10454291, 10/13/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10454292, 10/13/2022          , old    , 934        , 934  , "  1,0   "
Самовывоз с примеркой в магазин,     10454295, 10/13/2022          , old    , 1 198      , 599  , "  2,0   "
Самовывоз с примеркой в магазин,     10454295, 10/13/2022          , old    , 2 698      , 1 349, "  2,0   "
Самовывоз с примеркой в магазин,     10454296, 10/13/2022          , old    , 1 786      , 1 786, "  1,0   "
Самовывоз с примеркой в магазин,     10454296, 10/13/2022          , old    , 2 398      , 1 199, "  2,0   "
Самовывоз с примеркой в магазин,     10454299, 10/13/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10454301, 10/13/2022          , old    , 1 019      , 1 019, "  1,0   "
Самовывоз с примеркой в магазин,     10454302, 10/13/2022          , old    , 399        , 399  , "  1,0   "
Самовывоз с примеркой в магазин,     10454303, 10/13/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10454308, 10/13/2022          , old    , 2 549      , 2 549, "  1,0   "
Самовывоз с примеркой в магазин,     10454311, 10/13/2022          , old    , 1 099      , 1 099, "  1,0   "
Самовывоз с примеркой в магазин,     10454314, 10/13/2022          , old    , 2 079      , 2 079, "  1,0   "
Самовывоз с примеркой в магазин,     10454316, 10/13/2022          , old    , 1 546      , 387  , "  4,0   "
Самовывоз с примеркой в магазин,     10454316, 10/13/2022          , old    , 3 798      , 1 899, "  2,0   "
Самовывоз с примеркой в магазин,     10454318, 10/13/2022          , old    , 3 499      , 3 499, "  1,0   "
Самовывоз с примеркой в магазин,     10454319, 10/13/2022          , old    , 2 498      , 1 249, "  2,0   "
Самовывоз с примеркой в магазин,     10454321, 10/13/2022          , old    , 4 558      , 2 279, "  2,0   "
Самовывоз с примеркой в магазин,     10454324, 10/13/2022          , old    , 4 637      , 1 546, "  3,0   "
Самовывоз с примеркой в магазин,     10454324, 10/13/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз с примеркой в магазин,     10454329, 10/13/2022          , old    , 2 097      , 699  , "  3,0   "
Самовывоз с примеркой в магазин,     10454329, 10/13/2022          , old    , 1 919      , 1 919, "  1,0   "
Самовывоз с примеркой в магазин,     10454330, 10/13/2022          , old    , 499        , 499  , "  1,0   "
Самовывоз с примеркой в магазин,     10454331, 10/13/2022          , old    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454332, 10/13/2022          , old    , 3 098      , 1 549, "  2,0   "
Самовывоз с примеркой в магазин,     10454332, 10/13/2022          , old    , 11 591     , 1 288, "  9,0   "
Самовывоз с примеркой в магазин,     10454332, 10/13/2022          , old    , 849        , 425  , "  2,0   "
Самовывоз с примеркой в магазин,     10454333, 10/13/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10454359, 10/13/2022          , old    , 2 249      , 2 249, "  1,0   "
Самовывоз с примеркой в магазин,     10454359, 10/13/2022          , old    , 3 199      , 3 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454360, 10/13/2022          , old    , 2 497      , 832  , "  3,0   "
Самовывоз с примеркой в магазин,     10454366, 10/13/2022          , old    , 1 724      , 1 724, "  1,0   "
Самовывоз с примеркой в магазин,     10454368, 10/13/2022          , old    , 499        , 499  , "  1,0   "
Самовывоз с примеркой в магазин,     10454370, 10/13/2022          , old    , 1 599      , 1 599, "  1,0   "
Самовывоз с примеркой в магазин,     10454372, 10/13/2022          , old    , 2 124      , 2 124, "  1,0   "
Самовывоз с примеркой в магазин,     10454377, 10/13/2022          , old    , 3 998      , 1 999, "  2,0   "
Самовывоз с примеркой в магазин,     10454378, 10/13/2022          , old    , 399        , 399  , "  1,0   "
Самовывоз с примеркой в магазин,     10454381, 10/13/2022          , old    , 3 199      , 3 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454384, 10/13/2022          , old    , 8 397      , 2 799, "  3,0   "
Самовывоз с примеркой в магазин,     10454387, 10/13/2022          , old    , 1 759      , 1 759, "  1,0   "
Самовывоз с примеркой в магазин,     10454389, 10/13/2022          , old    , 3 499      , 3 499, "  1,0   "
Самовывоз с примеркой в магазин,     10454392, 10/13/2022          , old    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454394, 10/13/2022          , old    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454394, 10/13/2022          , old    , 2 549      , 2 549, "  1,0   "
Самовывоз с примеркой в магазин,     10454397, 10/13/2022          , old    , 4 998      , 2 499, "  2,0   "
Самовывоз с примеркой в магазин,     10454398, 10/13/2022          , old    , 1 869      , 1 869, "  1,0   "
Самовывоз с примеркой в магазин,     10454399, 10/13/2022          , old    , 559        , 559  , "  1,0   "
Самовывоз с примеркой в магазин,     10454408, 10/13/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10454410, 10/13/2022          , old    , 3 755      , 751  , "  5,0   "
Самовывоз с примеркой в магазин,     10454411, 10/13/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454411, 10/13/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454411, 10/13/2022          , old    , 2 549      , 2 549, "  1,0   "
Самовывоз с примеркой в магазин,     10454411, 10/13/2022          , old    , 599        , 599  , "  1,0   "
Самовывоз с примеркой в магазин,     10454413, 10/13/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10454413, 10/13/2022          , old    , 398        , 199  , "  2,0   "
Самовывоз с примеркой в магазин,     10454417, 10/13/2022          , old    , 1 598      , 799  , "  2,0   "
Самовывоз с примеркой в магазин,     10454418, 10/13/2022          , old    , 3 518      , 1 759, "  2,0   "
Самовывоз с примеркой в магазин,     10454418, 10/13/2022          , old    , 1 399      , 1 399, "  1,0   "
Самовывоз с примеркой в магазин,     10454419, 10/13/2022          , old    , 2 499      , 2 499, "  1,0   "
Самовывоз с примеркой в магазин,     10454422, 10/13/2022          , old    , 2 296      , 574  , "  4,0   "
Самовывоз с примеркой в магазин,     10454428, 10/13/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз с примеркой в магазин,     10454428, 10/13/2022          , old    , 1 519      , 1 519, "  1,0   "
Самовывоз с примеркой в магазин,     10454432, 10/13/2022          , old    , 6 698      , 3 349, "  2,0   "
Самовывоз с примеркой в магазин,     10454433, 10/13/2022          , old    , 699        , 699  , "  1,0   "
Самовывоз с примеркой в магазин,     10454438, 10/13/2022          , old    , 3 598      , 1 799, "  2,0   "
Самовывоз с примеркой в магазин,     10454438, 10/13/2022          , old    , 672        , 336  , "  2,0   "
Самовывоз с примеркой в магазин,     10454440, 10/13/2022          , old    , 4 878      , 2 439, "  2,0   "
Самовывоз с примеркой в магазин,     10454440, 10/13/2022          , old    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10454442, 10/13/2022          , old    , 699        , 699  , "  1,0   "
Самовывоз с примеркой в магазин,     10454443, 10/13/2022          , old    , 3 297      , 1 099, "  3,0   "
Самовывоз с примеркой в магазин,     10454450, 10/13/2022          , old    , 549        , 549  , "  1,0   "
Самовывоз с примеркой в магазин,     10454451, 10/13/2022          , old    , 2 159      , 2 159, "  1,0   "
Самовывоз с примеркой в магазин,     10454467, 10/13/2022          , old    , 1 838      , 919  , "  2,0   "
"Самовывоз, доставка в магазин",     10454234, 10/13/2022          , old    , 999        , 999  , "  1,0   "
"Самовывоз, доставка в магазин",     10454236, 10/13/2022          , old    , 2 198      , 1 099, "  2,0   "
"Самовывоз, доставка в магазин",     10454243, 10/13/2022          , old    , 2 996      , 749  , "  4,0   "
"Самовывоз, доставка в магазин",     10454252, 10/13/2022          , old    , 2 797      , 932  , "  3,0   "
"Самовывоз, доставка в магазин",     10454252, 10/13/2022          , old    , 764        , 764  , "  1,0   "
"Самовывоз, доставка в магазин",     10454272, 10/13/2022          , old    , 879        , 879  , "  1,0   "
"Самовывоз, доставка в магазин",     10454281, 10/13/2022          , old    , 934        , 934  , "  1,0   "
"Самовывоз, доставка в магазин",     10454283, 10/13/2022          , old    , 1 676      , 419  , "  4,0   "
"Самовывоз, доставка в магазин",     10454295, 10/13/2022          , old    , 5 999      , 5 999, "  1,0   "
"Самовывоз, доставка в магазин",     10454299, 10/13/2022          , old    , 5 397      , 1 799, "  3,0   "
"Самовывоз, доставка в магазин",     10454303, 10/13/2022          , old    , 4 076      , 1 019, "  4,0   "
"Самовывоз, доставка в магазин",     10454310, 10/13/2022          , old    , 999        , 999  , "  1,0   "
"Самовывоз, доставка в магазин",     10454310, 10/13/2022          , old    , 747        , 249  , "  3,0   "
"Самовывоз, доставка в магазин",     10454322, 10/13/2022          , old    , 4 398      , 2 199, "  2,0   "
"Самовывоз, доставка в магазин",     10454327, 10/13/2022          , old    , 1 298      , 649  , "  2,0   "
"Самовывоз, доставка в магазин",     10454358, 10/13/2022          , old    , 1 599      , 1 599, "  1,0   "
"Самовывоз, доставка в магазин",     10454358, 10/13/2022          , old    , 999        , 999  , "  1,0   "
"Самовывоз, доставка в магазин",     10454364, 10/13/2022          , old    , 1 599      , 1 599, "  1,0   "
"Самовывоз, доставка в магазин",     10454369, 10/13/2022          , old    , 2 596      , 649  , "  4,0   "
"Самовывоз, доставка в магазин",     10454429, 10/13/2022          , old    , 1 048      , 524  , "  2,0   "
"Самовывоз, доставка в магазин",     10454438, 10/13/2022          , old    , 1 359      , 1 359, "  1,0   "
"Самовывоз, доставка в магазин",     10454440, 10/13/2022          , old    , 1 783      , 892  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10454415, 10/14/2022          , old    , 2 799      , 2 799, "  1,0   "
Доставка из магазина в ПВЗ     ,     10454444, 10/14/2022          , old    , 1 547      , 516  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10454479, 10/14/2022          , old    , 2 022      , 1 011, "  2,0   "
Доставка из магазина в ПВЗ     ,     10454485, 10/14/2022          , old    , 1 698      , 849  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10454486, 10/14/2022          , old    , 2 999      , 2 999, "  1,0   "
Доставка из магазина в ПВЗ     ,     10454494, 10/14/2022          , old    , 1 998      , 999  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10454495, 10/14/2022          , old    , 1 798      , 899  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10454510, 10/14/2022          , old    , 5 023      , 2 512, "  2,0   "
Доставка из магазина в ПВЗ     ,     10454523, 10/14/2022          , old    , 6 796      , 1 699, "  4,0   "
Доставка из магазина в ПВЗ     ,     10454524, 10/14/2022          , old    , 1 999      , 1 999, "  1,0   "
Доставка из магазина в ПВЗ     ,     10454564, 10/14/2022          , old    , 3 477      , 1 159, "  3,0   "
Доставка из магазина в ПВЗ     ,     10454571, 10/14/2022          , old    , 1 799      , 1 799, "  1,0   "
Доставка из магазина в ПВЗ     ,     10454587, 10/14/2022          , old    , 3 993      , 1 997, "  2,0   "
Доставка из магазина в ПВЗ     ,     10454599, 10/14/2022          , old    , 2 623      , 874  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10454600, 10/14/2022          , old    , 1 698      , 849  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10454628, 10/14/2022          , old    , 2 239      , 2 239, "  1,0   "
Курьер: стандартная доставка   ,     10454387, 10/14/2022          , old    , 1 098      , 549  , "  2,0   "
Курьер: стандартная доставка   ,     10454387, 10/14/2022          , old    , 2 996      , 749  , "  4,0   "
Курьер: стандартная доставка   ,     10454415, 10/14/2022          , old    , 4 238      , 2 119, "  2,0   "
Курьер: стандартная доставка   ,     10454424, 10/14/2022          , old    , 2 644      , 441  , "  6,0   "
Курьер: стандартная доставка   ,     10454425, 10/14/2022          , old    , 2 797      , 932  , "  3,0   "
Курьер: стандартная доставка   ,     10454435, 10/14/2022          , old    , 3 346      , 837  , "  4,0   "
Курьер: стандартная доставка   ,     10454447, 10/14/2022          , old    , 1 398      , 699  , "  2,0   "
Курьер: стандартная доставка   ,     10454476, 10/14/2022          , old    , 1 628      , 814  , "  2,0   "
Курьер: стандартная доставка   ,     10454491, 10/14/2022          , old    , 2 470      , 309  , "  8,0   "
Курьер: стандартная доставка   ,     10454493, 10/14/2022          , old    , 4 943      , 706  , "  7,0   "
Курьер: стандартная доставка   ,     10454494, 10/14/2022          , old    , 1 639      , 328  , "  5,0   "
Курьер: стандартная доставка   ,     10454495, 10/14/2022          , old    , 2 497      , 832  , "  3,0   "
Курьер: стандартная доставка   ,     10454502, 10/14/2022          , old    , 3 244      , 541  , "  6,0   "
Курьер: стандартная доставка   ,     10454502, 10/14/2022          , old    , 5 598      , 2 799, "  2,0   "
Курьер: стандартная доставка   ,     10454504, 10/14/2022          , old    , 3 311      , 828  , "  4,0   "
Курьер: стандартная доставка   ,     10454505, 10/14/2022          , old    , 1 917      , 639  , "  3,0   "
Курьер: стандартная доставка   ,     10454505, 10/14/2022          , old    , 2 838      , 1 419, "  2,0   "
Курьер: стандартная доставка   ,     10454506, 10/14/2022          , old    , 3 197      , 1 066, "  3,0   "
Курьер: стандартная доставка   ,     10454508, 10/14/2022          , old    , 7 595      , 1 519, "  5,0   "
Курьер: стандартная доставка   ,     10454509, 10/14/2022          , old    , 2 245      , 449  , "  5,0   "
Курьер: стандартная доставка   ,     10454513, 10/14/2022          , old    , 3 277      , 1 092, "  3,0   "
Курьер: стандартная доставка   ,     10454514, 10/14/2022          , old    , 2 998      , 1 499, "  2,0   "
Курьер: стандартная доставка   ,     10454524, 10/14/2022          , old    , 6 195      , 1 239, "  5,0   "
Курьер: стандартная доставка   ,     10454527, 10/14/2022          , old    , 647        , 216  , "  3,0   "
Курьер: стандартная доставка   ,     10454531, 10/14/2022          , old    , 1 797      , 599  , "  3,0   "
Курьер: стандартная доставка   ,     10454534, 10/14/2022          , old    , 6 068      , 1 517, "  4,0   "
Курьер: стандартная доставка   ,     10454534, 10/14/2022          , old    , 2 347      , 782  , "  3,0   "
Курьер: стандартная доставка   ,     10454535, 10/14/2022          , old    , 5 844      , 974  , "  6,0   "
Курьер: стандартная доставка   ,     10454539, 10/14/2022          , old    , 3 197      , 1 066, "  3,0   "
Курьер: стандартная доставка   ,     10454543, 10/14/2022          , old    , 1 398      , 699  , "  2,0   "
Курьер: стандартная доставка   ,     10454545, 10/14/2022          , old    , 2 997      , 999  , "  3,0   "
Курьер: стандартная доставка   ,     10454548, 10/14/2022          , old    , 1 849      , 616  , "  3,0   "
Курьер: стандартная доставка   ,     10454559, 10/14/2022          , old    , 3 847      , 962  , "  4,0   "
Курьер: стандартная доставка   ,     10454559, 10/14/2022          , old    , 918        , 459  , "  2,0   "
Курьер: стандартная доставка   ,     10454560, 10/14/2022          , old    , 6 296      , 1 574, "  4,0   "
Курьер: стандартная доставка   ,     10454562, 10/14/2022          , old    , 3 678      , 1 839, "  2,0   "
Курьер: стандартная доставка   ,     10454562, 10/14/2022          , old    , 2 398      , 1 199, "  2,0   "
Курьер: стандартная доставка   ,     10454574, 10/14/2022          , old    , 1 813      , 907  , "  2,0   "
Курьер: стандартная доставка   ,     10454583, 10/14/2022          , old    , 2 576      , 644  , "  4,0   "
Курьер: стандартная доставка   ,     10454585, 10/14/2022          , old    , 3 841      , 427  , "  9,0   "
Курьер: стандартная доставка   ,     10454587, 10/14/2022          , old    , 2 998      , 1 499, "  2,0   "
Курьер: стандартная доставка   ,     10454598, 10/14/2022          , old    , 2 698      , 1 349, "  2,0   "
Курьер: стандартная доставка   ,     10454602, 10/14/2022          , old    , 2 748      , 1 374, "  2,0   "
Курьер: стандартная доставка   ,     10454603, 10/14/2022          , old    , 1 898      , 949  , "  2,0   "
Курьер: стандартная доставка   ,     10454607, 10/14/2022          , old    , 4 198      , 2 099, "  2,0   "
Курьер: стандартная доставка   ,     10454610, 10/14/2022          , old    , 3 197      , 1 066, "  3,0   "
Курьер: стандартная доставка   ,     10454618, 10/14/2022          , old    , 4 958      , 2 479, "  2,0   "
